Client,Project,User,2016-11-14,2016-11-15,2016-11-16,2016-11-17,2016-11-18,2016-11-19,2016-11-20,Total
,,janiet,00:23:28,,,00:54:29,,,01:47:55,03:05:52
Total:,,,00:23:28,,,00:54:29,,,01:47:55,03:05:52
