Client,Project,User,2016-11-07,2016-11-08,2016-11-09,2016-11-10,2016-11-11,2016-11-12,2016-11-13,Total
,Phase0-week7,Amvos,00:20:33,,02:30:23,00:23:07,10:52:56,07:39:10,05:19:06,27:05:15
Total:,,,00:20:33,,02:30:23,00:23:07,10:52:56,07:39:10,05:19:06,27:05:15
