Client,Project,User,2016-11-07,2016-11-08,2016-11-09,2016-11-10,2016-11-11,2016-11-12,2016-11-13,Total
,learn web dev,Lucaswills114,02:00:00,07:00:00,03:00:00,,01:00:00,,01:00:00,14:00:00
Total:,,,02:00:00,07:00:00,03:00:00,,01:00:00,,01:00:00,14:00:00
