Client,Project,User,2016-10-17,2016-10-18,2016-10-19,2016-10-20,2016-10-21,2016-10-22,2016-10-23,Total
,learn web dev,Lucaswills114,06:00:00,05:00:00,,,06:00:00,,04:00:00,21:00:00
Total:,,,06:00:00,05:00:00,,,06:00:00,,04:00:00,21:00:00
