Client,Project,User,2016-10-24,2016-10-25,2016-10-26,2016-10-27,2016-10-28,2016-10-29,2016-10-30,Total
,learn web dev,Lucaswills114,06:00:00,,06:00:00,,05:00:00,,01:15:00,18:15:00
Total:,,,06:00:00,,06:00:00,,05:00:00,,01:15:00,18:15:00
