Client,Project,User,2016-11-21,2016-11-22,2016-11-23,2016-11-24,2016-11-25,2016-11-26,2016-11-27,Total
,learn web dev,Lucaswills114,06:00:00,03:00:00,03:00:00,,03:00:00,,04:00:00,19:00:00
Total:,,,06:00:00,03:00:00,03:00:00,,03:00:00,,04:00:00,19:00:00
